Brand,Vendor Code,Vendor Name,Vendor Type,Vendor Address,Vendor City,Vendor State,Vendor Pin,Vendor Email,Vendor Phone
Orient,7100001335,Orient Electric Mah,Brand Call-Log,,,,,,
Orient,7100001336,Orient Electric Tel,Brand Call-Log,,,,,,
Orient,7100001337,Orient Electric Har,Brand Call-Log,,,,,,
Orient,7100001338,Orient Electric Utt,Brand Call-Log,,,,,,
Orient,7100001339,Orient Electric Kar,Brand Call-Log,,,,,,
Orient,7100001340,Orient Electric Tam,Brand Call-Log,,,,,,
Orient,7100001341,Orient Electric Del,Brand Call-Log,,,,,,
Orient,7100001342,Orient Electric Guj,Brand Call-Log,,,,,,
Pacetel,7100001343,Pacetel Systems Pvt Ltd Del,Brand Call-Log,,,,,,
Voltas,7100001344,Voltas Limited Guj,Brand Call-Log,,,,,,
Brightstar,7100001345,Brightstar Telecommunications Tam,Brand Call-Log,,,,,,
Moksha,7100001346,Moksha Enterprises Tel,Brand Call-Log,,,,,,
Moksha,7100001347,Moksha Enterprises Kar,Brand Call-Log,,,,,,
Acro,7100001348,Acro Engineering Co Mah,Brand Call-Log,,,,,,
Acro,7100001349,Acro Engineering Co Tel,Brand Call-Log,,,,,,
Acro,7100001350,Acro Engineering Co Har,Brand Call-Log,,,,,,
Acro,7100001351,Acro Engineering Co Kar,Brand Call-Log,,,,,,
Acro,7100001352,Acro Engineering Co Tam,Brand Call-Log,,,,,,
Acro,7100001353,Acro Engineering Co Del,Brand Call-Log,,,,,,
Eltech,7100001354,Eltech Appliances Pvt Ltd Cha,Brand Call-Log,,,,,,
Eltech,7100001355,Eltech Appliances Pvt Ltd Tel,Brand Call-Log,,,,,,
Eltech,7100001356,Eltech Appliances Pvt Ltd Har,Brand Call-Log,,,,,,
Eltech,7100001357,Eltech Appliances Pvt Ltd Utt,Brand Call-Log,,,,,,
Eltech,7100001358,Eltech Appliances Pvt Ltd Del,Brand Call-Log,,,,,,
Reliance,7100001360,Reliance Retail LTD Mah,Brand Call-Log,,,,,,
Reliance,7100001361,Reliance Retail LTD Cha,Brand Call-Log,,,,,,
Reliance,7100001362,Reliance Retail LTD Tel,Brand Call-Log,,,,,,
Reliance,7100001363,Reliance Retail LTD Kar,Brand Call-Log,,,,,,
Reliance,7100001364,Reliance Retail LTD Tam,Brand Call-Log,,,,,,
Reliance,7100001365,Reliance Retail LTD Del,Brand Call-Log,,,,,,
Reliance,7100001366,Reliance Retail LTD Guj,Brand Call-Log,,,,,,
Supertron,7100001367,Supertron Electronics P L Creat Mah,Brand Call-Log,,,,,,
Supertron,7100001368,Supertron Electronics P L Creat Cha,Brand Call-Log,,,,,,
Supertron,7100001369,Supertron Electronics P L Creat Tel,Brand Call-Log,,,,,,
Supertron,7100001370,Supertron Electronics P L Creat Kar,Brand Call-Log,,,,,,
Supertron,7100001371,Supertron Electronics P L Creat Tam,Brand Call-Log,,,,,,
Supertron,7100001372,Supertron Electronics P L Creat Del,Brand Call-Log,,,,,,
Supertron,7100001373,Supertron Electronics P L Creat Guj,Brand Call-Log,,,,,,
Universal,7100001374,Universal Corp Ltd Duracell Mah,Brand Call-Log,,,,,,
Universal,7100001375,Universal Corp Ltd Duracell Cha,Brand Call-Log,,,,,,
Universal,7100001376,Universal Corp Ltd Duracell Kar,Brand Call-Log,,,,,,
Universal,7100001377,Universal Corp Ltd Duracell Tam,Brand Call-Log,,,,,,
Universal,7100001378,Universal Corp Ltd Duracell Del,Brand Call-Log,,,,,,
Universal,7100001379,Universal Corp Ltd Duracell Guj,Brand Call-Log,,,,,,
Universal,7100001380,Universal Corp Ltd Duracell Tel,Brand Call-Log,,,,,,
Eveready,7100001382,Eveready Industries India Ltd Mah,Brand Call-Log,,,,,,
Eveready,7100001383,Eveready Industries India Ltd Tel,Brand Call-Log,,,,,,
Eveready,7100001384,Eveready Industries India Ltd Kar,Brand Call-Log,,,,,,
Eveready,7100001385,Eveready Industries India Ltd Tam,Brand Call-Log,,,,,,
Eveready,7100001386,Eveready Industries India Ltd Del,Brand Call-Log,,,,,,
Eveready,7100001387,Eveready Industries India Ltd Guj,Brand Call-Log,,,,,,
Usha,7100001388,Usha International Ltd Kar,Brand Call-Log,,,,,,
Philips,7100001389,Philips lighting  Mah,Brand Call-Log,,,,,,
Philips,7100001390,Philips lighting  Tel,Brand Call-Log,,,,,,
Philips,7100001391,Philips lighting  Kar,Brand Call-Log,,,,,,
Philips,7100001392,Philips lighting  Tam,Brand Call-Log,,,,,,
Philips,7100001393,Philips lighting  Del,Brand Call-Log,,,,,,
Philips,7100001394,Philips lighting  Guj,Brand Call-Log,,,,,,
Ncubate,7100001395,Ncubate India Services Pvt Ltd Mah,Brand Call-Log,,,,,,
Ncubate,7100001396,Ncubate India Services Pvt Ltd Cha,Brand Call-Log,,,,,,
Ncubate,7100001397,Ncubate India Services Pvt Ltd Tel,Brand Call-Log,,,,,,
Ncubate,7100001398,Ncubate India Services Pvt Ltd Kar,Brand Call-Log,,,,,,
Ncubate,7100001399,Ncubate India Services Pvt Ltd Tam,Brand Call-Log,,,,,,
Ncubate,7100001400,Ncubate India Services Pvt Ltd Del,Brand Call-Log,,,,,,
Ncubate,7100001401,Ncubate India Services Pvt Ltd Guj,Brand Call-Log,,,,,,
Butterfly,7100001402,Butterfly Gandhimathi Appl Lt Mah,Brand Call-Log,,,,,,
Butterfly,7100001403,Butterfly Gandhimathi Appl Lt Tel,Brand Call-Log,,,,,,
Butterfly,7100001404,Butterfly Gandhimathi Appl Lt Kar,Brand Call-Log,,,,,,
Butterfly,7100001405,Butterfly Gandhimathi Appl Lt Tam,Brand Call-Log,,,,,,
Butterfly,7100001406,Butterfly Gandhimathi Appl Lt Del,Brand Call-Log,,,,,,
Butterfly,7100001407,Butterfly Gandhimathi Appl Lt Guj,Brand Call-Log,,,,,,
Ariston,7100001408,Ariston Thermo India Pvt Ltd Guj,Brand Call-Log,,,,,,
Godrej,7100001410,Godrej and Boyce Mfg Co  Ltd Mah,Brand Call-Log,,,,,,
Godrej,7100001411,Godrej and Boyce Mfg Co  Ltd Cha,Brand Call-Log,,,,,,
Godrej,7100001412,Godrej and Boyce Mfg Co  Ltd Tel,Brand Call-Log,,,,,,
Godrej,7100001413,Godrej and Boyce Mfg Co  Ltd Kar,Brand Call-Log,,,,,,
Godrej,7100001414,Godrej and Boyce Mfg Co  Ltd Tam,Brand Call-Log,,,,,,
Godrej,7100001415,Godrej and Boyce Mfg Co  Ltd Del,Brand Call-Log,,,,,,
Godrej,7100001416,Godrej and Boyce Mfg Co  Ltd Guj,Brand Call-Log,,,,,,
Shree,7100001421,Shree Girinag Traders Pvt Ltd Mah,Brand Call-Log,,,,,,
Shree,7100001422,Shree Girinag Traders Pvt Ltd Tel,Brand Call-Log,,,,,,
Fenda,7100001423,Fenda Audio India Ltd Guj,Brand Call-Log,,,,,,
Canbara,7100001424,Canbara International Pvt Ltd Del,Brand Call-Log,,,,,,
Acro,7100001426,Acro Engineering Co Guj,Brand Call-Log,,,,,,
Brightstar,7100001430,Brightstar Telecommunications I Mah,Brand Call-Log,,,,,,
Brightstar,7100001431,Brightstar Telecommunications I Cha,Brand Call-Log,,,,,,
Brightstar,7100001432,Brightstar Telecommunications I Tel,Brand Call-Log,,,,,,
Brightstar,7100001433,Brightstar Telecommunications I Kar,Brand Call-Log,,,,,,
Brightstar,7100001434,Brightstar Telecommunications I Del,Brand Call-Log,,,,,,
Brightstar,7100001435,Brightstar Telecommunications I Guj,Brand Call-Log,,,,,,
Brightstar,7100001436,Brightstar Telecommunications I Tam,Brand Call-Log,,,,,,
Philips,7100001437,Philips Electronics  Appliances  Tel,Brand Call-Log,,,,,,
Bose,7100001440,Bose Corporation India Pvt Ltd  Mah,Brand Call-Log,,,,,,
Bose,7100001441,Bose Corporation India Pvt Ltd  Tel,Brand Call-Log,,,,,,
Bose,7100001442,Bose Corporation India Pvt Ltd  Kar,Brand Call-Log,,,,,,
Bose,7100001443,Bose Corporation India Pvt Ltd  Tam,Brand Call-Log,,,,,,
Bose,7100001444,Bose Corporation India Pvt Ltd  Del,Brand Call-Log,,,,,,
Pacetel,7100001452,Pacetel Systems Pvt Ltd- One+  Mah,Brand Call-Log,,,,,,
Pacetel,7100001453,Pacetel Systems Pvt Ltd- One+  Tel,Brand Call-Log,,,,,,
Pacetel,7100001454,Pacetel Systems Pvt Ltd- One+  Kar,Brand Call-Log,,,,,,
Pacetel,7100001455,Pacetel Systems Pvt Ltd- One+  Tam,Brand Call-Log,,,,,,
Pacetel,7100001456,Pacetel Systems Pvt Ltd- One+  Guj,Brand Call-Log,,,,,,
Pacetel,7100001457,Pacetel Systems Pvt Ltd- One+  Del,Brand Call-Log,,,,,,
Pacetel,7100001458,Pacetel Systems Pvt Ltd- One+  Cha,Brand Call-Log,,,,,,
JK,7100001459,JK Paper Ltd  Mah,Brand Call-Log,,,,,,
JK,7100001460,JK Paper Ltd  Guj,Brand Call-Log,,,,,,
JK,7100001461,JK Paper Ltd  Del,Brand Call-Log,,,,,,
JK,7100001462,JK Paper Ltd  Tam,Brand Call-Log,,,,,,
JK,7100001463,JK Paper Ltd  Kar,Brand Call-Log,,,,,,
JK,7100001464,JK Paper Ltd  Tel,Brand Call-Log,,,,,,
ETA,7100001467,ETA General Pvt Ltd  Mah,Brand Call-Log,,,,,,
ETA,7100001468,ETA General Pvt Ltd  Tel,Brand Call-Log,,,,,,
ETA,7100001469,ETA General Pvt Ltd  Kar,Brand Call-Log,,,,,,
ETA,7100001470,ETA General Pvt Ltd  Tam,Brand Call-Log,,,,,,
ETA,7100001471,ETA General Pvt Ltd  Del,Brand Call-Log,,,,,,
ETA,7100001472,ETA General Pvt Ltd  Guj,Brand Call-Log,,,,,,
Groupe,7100001475,Groupe seb India Pvt Ltd  Tel,Brand Call-Log,,,,,,
Optiemus,7100001477,Optiemus Infracom Ltd Telemart  Guj,Brand Call-Log,,,,,,
Optiemus,7100001478,Optiemus Infracom Ltd Telemart  Kar,Brand Call-Log,,,,,,
Optiemus,7100001479,Optiemus Infracom Ltd Telemart  Tam,Brand Call-Log,,,,,,
Optiemus,7100001480,Optiemus Infracom Ltd Telemart  Del,Brand Call-Log,,,,,,
Optiemus,7100001481,Optiemus Infracom Ltd Telemart  Tel,Brand Call-Log,,,,,,
Optiemus,7100001482,Optiemus Infracom Ltd Telemart  Mah,Brand Call-Log,,,,,,
Fortune,7100001488,Fortune Marketing Pvt Ltd-ENT  Mah,Brand Call-Log,,,,,,
Fortune,7100001489,Fortune Marketing Pvt Ltd-ENT  Tel,Brand Call-Log,,,,,,
Fortune,7100001490,Fortune Marketing Pvt Ltd-ENT  Kar,Brand Call-Log,,,,,,
Fortune,7100001491,Fortune Marketing Pvt Ltd-ENT  Tam,Brand Call-Log,,,,,,
Fortune,7100001492,Fortune Marketing Pvt Ltd-ENT  Del,Brand Call-Log,,,,,,
Fortune,7100001493,Fortune Marketing Pvt Ltd-ENT  Guj,Brand Call-Log,,,,,,
Primarc,7100001494,Primarc Pecan Retail Pvt Ltd Del,Brand Call-Log,,,,,,
V.I.P.,7100001495,V.I.P. Industries Ltd  Del,Brand Call-Log,,,,,,
V.I.P.,7100001496,V.I.P. Industries Ltd  Kar,Brand Call-Log,,,,,,
V.I.P.,7100001497,V.I.P. Industries Ltd  Tam,Brand Call-Log,,,,,,
V.I.P.,7100001498,V.I.P. Industries Ltd  Tel,Brand Call-Log,,,,,,
V.I.P.,7100001499,V.I.P. Industries Ltd  Guj,Brand Call-Log,,,,,,
V.I.P.,7100001500,V.I.P. Industries Ltd  Mah,Brand Call-Log,,,,,,
UNITED,7100001502,UNITED TELELINKS BLR PVT LTD  Kar,Brand Call-Log,,,,,,
UNITED,7100001503,UNITED TELELINKS BLR PVT LTD  Tel,Brand Call-Log,,,,,,
UNITED,7100001504,UNITED TELELINKS BLR PVT LTD  Guj,Brand Call-Log,,,,,,
UNITED,7100001505,UNITED TELELINKS BLR PVT LTD  Del,Brand Call-Log,,,,,,
UNITED,7100001506,UNITED TELELINKS BLR PVT LTD  Mah,Brand Call-Log,,,,,,
UNITED,7100001507,UNITED TELELINKS BLR PVT LTD  Tam,Brand Call-Log,,,,,,
Groupe,7100001510,Groupe seb India Pvt Ltd  Del,Brand Call-Log,,,,,,
Groupe,7100001511,Groupe seb India Pvt Ltd  Mah,Brand Call-Log,,,,,,
Groupe,7100001513,Groupe seb India Pvt Ltd  Tam,Brand Call-Log,,,,,,
IAPL,7100001519,IAPL Group Private Ltd  Mah,Brand Call-Log,,,,,,
IAPL,7100001520,IAPL Group Private Ltd  Guj,Brand Call-Log,,,,,,
IAPL,7100001521,IAPL Group Private Ltd  Kar,Brand Call-Log,,,,,,
IAPL,7100001522,IAPL Group Private Ltd  Tam,Brand Call-Log,,,,,,
IAPL,7100001523,IAPL Group Private Ltd  Del,Brand Call-Log,,,,,,
IAPL,7100001524,IAPL Group Private Ltd  Tel,Brand Call-Log,,,,,,
Havells,7100001527,Havells India Ltd-AC  Del,Brand Call-Log,,,,,,
Havells,7100001528,Havells India Ltd-AC  Guj,Brand Call-Log,,,,,,
Havells,7100001529,Havells India Ltd-AC  Mah,Brand Call-Log,,,,,,
Havells,7100001530,Havells India Ltd-AC  Tam,Brand Call-Log,,,,,,
Havells,7100001531,Havells India Ltd-AC  Tel,Brand Call-Log,,,,,,
Havells,7100001532,Havells India Ltd-AC  Kar,Brand Call-Log,,,,,,
Xiaomi,7100001534,Xiaomi Technology India Pvt Ltd Kol,Brand Call-Log,,,,,,
VRP,7100001539,VRP Telematics Pvt Ltd  Del,Brand Call-Log,,,,,,
VRP,7100001540,VRP Telematics Pvt Ltd  Guj,Brand Call-Log,,,,,,
VRP,7100001541,VRP Telematics Pvt Ltd  Kar,Brand Call-Log,,,,,,
VRP,7100001542,VRP Telematics Pvt Ltd  Mah,Brand Call-Log,,,,,,
VRP,7100001543,VRP Telematics Pvt Ltd  Tam,Brand Call-Log,,,,,,
VRP,7100001544,VRP Telematics Pvt Ltd  Tel,Brand Call-Log,,,,,,
Findoc,7100001547,Findoc Sons Del,Brand Call-Log,,,,,,
Vego,7100001556,Vego Home Science Pvt Ltd Mah,Brand Call-Log,,,,,,
Vego,7100001557,Vego Home Science Pvt Ltd Guj,Brand Call-Log,,,,,,
Vego,7100001558,Vego Home Science Pvt Ltd Del,Brand Call-Log,,,,,,
Vego,7100001559,Vego Home Science Pvt Ltd Tel,Brand Call-Log,,,,,,
Vego,7100001560,Vego Home Science Pvt Ltd Kar,Brand Call-Log,,,,,,
Vego,7100001561,Vego Home Science Pvt Ltd Tam,Brand Call-Log,,,,,,
Supertron,7100001562,Supertron Electronics P L Dell Mum,Brand Call-Log,,,,,,
Supertron,7100001563,Supertron Electronics P L Dell Hyd,Brand Call-Log,,,,,,
Supertron,7100001564,Supertron Electronics P L Dell Bng,Brand Call-Log,,,,,,
Supertron,7100001565,Supertron Electronics P L Dell Chn,Brand Call-Log,,,,,,
Supertron,7100001566,Supertron Electronics P L Dell NDel,Brand Call-Log,,,,,,
Supertron,7100001567,Supertron Electronics P L Dell Ahm,Brand Call-Log,,,,,,
Canbara,7100001569,Canbara Industries Pvt Ltd DNH,Brand Call-Log,,,,,,
Envent,7100001576,Envent World Wide P L-Consign Mah,Brand Call-Log,,,,,,
Rx,7100001579,Rx Infotech Pvt Ltd Del,Brand Call-Log,,,,,,
Rx,7100001580,Rx Infotech Pvt Ltd Mah,Brand Call-Log,,,,,,
Rx,7100001581,Rx Infotech Pvt Ltd Tel,Brand Call-Log,,,,,,
Rx,7100001582,Rx Infotech Pvt Ltd Kar,Brand Call-Log,,,,,,
Rx,7100001583,Rx Infotech Pvt Ltd Guj,Brand Call-Log,,,,,,
Luxury,7100001584,Luxury Personified LLP Har,Brand Call-Log,,,,,,
Fenda,7100001587,Fenda Audio India Pvt Ltd Del,Brand Call-Log,,,,,,
Fenda,7100001588,Fenda Audio India Pvt Ltd Kar,Brand Call-Log,,,,,,
Fenda,7100001589,Fenda Audio India Pvt Ltd Mah,Brand Call-Log,,,,,,
Fenda,7100001590,Fenda Audio India Pvt Ltd Tel,Brand Call-Log,,,,,,
Fenda,7100001591,Fenda Audio India Pvt Ltd Guj,Brand Call-Log,,,,,,
Super,7100001592,Super Plastronics Pvt Ltd Guj,Brand Call-Log,,,,,,
Super,7100001593,Super Plastronics Pvt Ltd Del,Brand Call-Log,,,,,,
Super,7100001594,Super Plastronics Pvt Ltd Kar,Brand Call-Log,,,,,,
Brightstar,7100001595,Brightstar Telecommunications I Kol,Brand Call-Log,,,,,,
Bharti,7100001604,Bharti Telemedia Limited Mah,Brand Call-Log,,,,,,
Bharti,7100001605,Bharti Telemedia Limited Guj,Brand Call-Log,,,,,,
Bharti,7100001606,Bharti Telemedia Limited Kar,Brand Call-Log,,,,,,
Bharti,7100001607,Bharti Telemedia Limited Hyd,Brand Call-Log,,,,,,
Bharti,7100001608,Bharti Telemedia Limited Del,Brand Call-Log,,,,,,
Bharti,7100001609,Bharti Telemedia Limited Tam,Brand Call-Log,,,,,,
ERA,7100001610,ERA CELL PRIVATE LIMITED Mah,Brand Call-Log,,,,,,
ERA,7100001611,ERA CELL PRIVATE LIMITED Kar,Brand Call-Log,,,,,,
ERA,7100001612,ERA CELL PRIVATE LIMITED Hyd,Brand Call-Log,,,,,,
ERA,7100001613,ERA CELL PRIVATE LIMITED Del,Brand Call-Log,,,,,,
Xiaomi,7100001617,Xiaomi Technology India Pvt Ltd Har,Brand Call-Log,,,,,,
Haier,7100001625,Haier Appliances India Pvt Ltd Del,Brand Call-Log,,,,,,
Haier,7100001626,Haier Appliances India Pvt Ltd Guj,Brand Call-Log,,,,,,
Haier,7100001627,Haier Appliances India Pvt Ltd Kar,Brand Call-Log,,,,,,
Haier,7100001628,Haier Appliances India Pvt Ltd Mah,Brand Call-Log,,,,,,
Haier,7100001629,Haier Appliances India Pvt Ltd Tel,Brand Call-Log,,,,,,
Liebherr,7100001633,Liebherr Appliances India P L Mah,Brand Call-Log,,,,,,
Liebherr,7100001634,Liebherr Appliances India P L Kar,Brand Call-Log,,,,,,
Liebherr,7100001635,Liebherr Appliances India P L Del,Brand Call-Log,,,,,,
Liebherr,7100001636,Liebherr Appliances India P L Tel,Brand Call-Log,,,,,,
Liebherr,7100001637,Liebherr Appliances India P L Guj,Brand Call-Log,,,,,,
Systech,7100001641,Systech IT Solutions-WTS TV Mah,Brand Call-Log,,,,,,
Xiaomi,7100001646,Xiaomi Technology India Pvt Ltd Tel,Brand Call-Log,,,,,,
Xiaomi,7100001647,Xiaomi Technology India Pvt Ltd Guj,Brand Call-Log,,,,,,
ERA,7100001651,ERA CELL PRIVATE LIMITED Tam,Brand Call-Log,,,,,,
E Faber,7100001654,AAA PEE APPLIANCE,Brand Call-Log,,,,,,
TPV,7100001661,TPV Technology India Pvt Ltd Mah,Brand Call-Log,,,,,,
TPV,7100001662,TPV Technology India Pvt Ltd Guj,Brand Call-Log,,,,,,
TPV,7100001663,TPV Technology India Pvt Ltd Har,Brand Call-Log,,,,,,
TPV,7100001664,TPV Technology India Pvt Ltd Del,Brand Call-Log,,,,,,
TPV,7100001665,TPV Technology India Pvt Ltd Kar,Brand Call-Log,,,,,,
TPV,7100001666,TPV Technology India Pvt Ltd Tel,Brand Call-Log,,,,,,
TPV,7100001667,TPV Technology India Pvt Ltd Tam,Brand Call-Log,,,,,,
Nestle,7100001675,Nestle India Limited Kar,Brand Call-Log,,,,,,
Nestle,7100001676,Nestle India Limited Har,Brand Call-Log,,,,,,
Nestle,7100001677,Nestle India Limited Mah,Brand Call-Log,,,,,,
Voltbek,7100001678,Voltbek Home Appliances Pvt Ltd Kar,Brand Call-Log,,,,,,
Voltbek,7100001679,Voltbek Home Appliances Pvt Ltd Tel,Brand Call-Log,,,,,,
Voltbek,7100001680,Voltbek Home Appliances Pvt Ltd Del,Brand Call-Log,,,,,,
Voltbek,7100001681,Voltbek Home Appliances Pvt Ltd Guj,Brand Call-Log,,,,,,
Voltbek,7100001682,Voltbek Home Appliances Pvt Ltd Mah,Brand Call-Log,,,,,,
Orient,7100001689,Orient Electric Ltd Har,Brand Call-Log,,,,,,
Orient,7100001690,Orient Electric Ltd Del,Brand Call-Log,,,,,,
Orient,7100001691,Orient Electric Ltd Guj,Brand Call-Log,,,,,,
Orient,7100001692,Orient Electric Ltd Mah,Brand Call-Log,,,,,,
Orient,7100001693,Orient Electric Ltd Kar,Brand Call-Log,,,,,,
Dyson,7100001697,Dyson Technology India Pvt Ltd Del,Brand Call-Log,,,,,,
Dyson,7100001698,Dyson Technology India Pvt Ltd Kar,Brand Call-Log,,,,,,
Dyson,7100001699,Dyson Technology India Pvt Ltd Mah,Brand Call-Log,,,,,,
Venus,7100001704,Venus Home appliances P Ltd Kar,Brand Call-Log,,,,,,
Venus,7100001705,Venus Home appliances P Ltd Del,Brand Call-Log,,,,,,
Venus,7100001706,Venus Home appliances P Ltd Mah,Brand Call-Log,,,,,,
Venus,7100001707,Venus Home appliances P Ltd Tel,Brand Call-Log,,,,,,
Universal,7100001710,Universal Digital Connect Ltd Pun,Brand Call-Log,,,,,,
Universal,7100001711,Universal Digital Connect Ltd Mah,Brand Call-Log,,,,,,
Universal,7100001712,Universal Digital Connect Ltd Tam,Brand Call-Log,,,,,,
Universal,7100001713,Universal Digital Connect Ltd Tel,Brand Call-Log,,,,,,
Universal,7100001714,Universal Digital Connect Ltd Kar,Brand Call-Log,,,,,,
Super,7100001721,Super Plastronics Pvt Ltd Kol,Brand Call-Log,,,,,,
Motorola,7100001722,Motorola Mobility India Pvt Ltd Del,Brand Call-Log,,,,,,
Motorola,7100001723,Motorola Mobility India Pvt Ltd Kar,Brand Call-Log,,,,,,
Motorola,7100001724,Motorola Mobility India Pvt Ltd Tam,Brand Call-Log,,,,,,
MIRC,7100001725,MIRC Electronics Ltd-ENT Kol,Brand Call-Log,,,,,,
Motorola,7100001726,Motorola Mobility India Pvt Ltd Mah,Brand Call-Log,,,,,,
Xiaomi,7100001729,Xiaomi Technology India Pvt Ltd Kol,Brand Call-Log,,,,,,
LG,7100001730,LG Electronics India Pvt Ltd Kol,Brand Call-Log,,,,,,
LG,7100001731,LG Electronics I Pvt Ltd GSM Kol,Brand Call-Log,,,,,,
Rashi,7100001732,Rashi Peripherals Pvt Ltd MH Kol,Brand Call-Log,,,,,,
Universal,7100001733,Universal Digital Connect Ltd Del,Brand Call-Log,,,,,,
Super,7100001741,Super Plastronics Pvt Ltd Tel,Brand Call-Log,,,,,,
Redington,7100001742,Redington India Ltd Kol,Brand Call-Log,,,,,,
Ingram,7100001743,Ingram Micro India Ltd Kol,Brand Call-Log,,,,,,
Ingram,7100001744,Ingram Micro India Ltd Mob Kol,Brand Call-Log,,,,,,
Ingram,7100001745,Ingram Micro India Ltd Apple Kol,Brand Call-Log,,,,,,
HCL,7100001751,HCL Infosystems Limited Nokia Kol,Brand Call-Log,,,,,,
Pacetel,7100001752,Pacetel Systems Pvt Ltd- One+ Kol,Brand Call-Log,,,,,,
Pacetel,7100001753,Pacetel Systems Pvt Ltd Kol,Brand Call-Log,,,,,,
Fenda,7100001754,Fenda Audio India Pvt Kol,Brand Call-Log,,,,,,
Brightstar,7100001755,Brightstar Telecommunications I Kol,Brand Call-Log,,,,,,
Bose,7100001756,Bose Corporation India Pvt Ltd Kol,Brand Call-Log,,,,,,
Samsung,7100001757,Samsung India Electronics PLtd Kol,Brand Call-Log,,,,,,
Samsung,7100001758,Samsung (I) Electronics Pvt Lt Kol,Brand Call-Log,,,,,,
Sony,7100001761,Sony India Private Limited Kol,Brand Call-Log,,,,,,
Casa,7100001762,Casa Brands India Pvt Ltd Utt,Brand Call-Log,,,,,,
Eureka,7100001766,Eureka Forbes Limited Kol,Brand Call-Log,,,,,,
Philips,7100001767,Philips Electronics Appliances Kol,Brand Call-Log,,,,,,
BSH,7100001768,BSH Household Appl Manf Pvt Lt Kol,Brand Call-Log,,,,,,
Panasonic,7100001769,Panasonic India Private Ltd Kol,Brand Call-Log,,,,,,
Haier,7100001770,Haier Appliances India Pvt Ltd Kol,Brand Call-Log,,,,,,
HSIL,7100001771,HSIL Limited Kol,Brand Call-Log,,,,,,
Whirlpool,7100001772,Whirlpool of India Limited Kol,Brand Call-Log,,,,,,
Sony,7100001773,Sony India Pvt Ltd   Mobiles Kol,Brand Call-Log,,,,,,
Usha,7100001774,Usha International Ltd Kol,Brand Call-Log,,,,,,
IFB,7100001775,IFB Industries Ltd Kol,Brand Call-Log,,,,,,
Voltbek,7100001776,Voltbek Home Appliances Pvt Ltd Kol,Brand Call-Log,,,,,,
Voltas,7100001777,Voltas Limited Kol,Brand Call-Log,,,,,,
Hindustan,7100001778,Hindustan Unilever Ltd Kol,Brand Call-Log,,,,,,
Ncubate,7100001779,Ncubate India Services Pvt Ltd Kol,Brand Call-Log,,,,,,
Kent,7100001780,Kent RO Systems Limited Kol,Brand Call-Log,,,,,,
Godrej,7100001781,Godrej and Boyce Mfg Co Ltd Kol,Brand Call-Log,,,,,,
ETA,7100001782,ETA General Pvt Ltd Kol,Brand Call-Log,,,,,,
HCL,7100001783,HCL Infosystems Limited Kol,Brand Call-Log,,,,,,
Havells,7100001784,Havells India Ltd Kol,Brand Call-Log,,,,,,
BlueStar,7100001785,BlueStar Limited Kol,Brand Call-Log,,,,,,
Supertron,7100001786,Supertron Electronics PVT LTD Kol,Brand Call-Log,,,,,,
Supertron,7100001787,Supertron Electronics P L Dell Kol,Brand Call-Log,,,,,,
Daikin,7100001788,Daikin Airconditioning(I)Pvt Lt Kol,Brand Call-Log,,,,,,
Carrier,7100001789,Carrier Midea India Pvt Ltd Kol,Brand Call-Log,,,,,,
Bajaj,7100001790,Bajaj Electricals Lt Morphy GJ Kol,Brand Call-Log,,,,,,
Bajaj,7100001791,Bajaj Electricals Ltd   MH GJ Kol,Brand Call-Log,,,,,,
Bluestar,7100001792,Bluestar Limited APS Kol,Brand Call-Log,,,,,,
Havells,7100001793,Havells India Ltd-AC Kol,Brand Call-Log,,,,,,
Eveready,7100001794,Eveready Industries India Ltd Kol,Brand Call-Log,,,,,,
Envent,7100001795,Envent World wide Pvt Ltd Kar,Brand Call-Log,,,,,,
Sony,7100001796,Sony India Pvt Ltd  Gaming Kol,Brand Call-Log,,,,,,
Ken,7100001798,Ken Lifestyles Pvt Ltd Kol,Brand Call-Log,,,,,,
Ken,7100001799,Ken Lifestyles Pvt Ltd Mah,Brand Call-Log,,,,,,
Ken,7100001800,Ken Lifestyles Pvt Ltd Kar,Brand Call-Log,,,,,,
Ken,7100001801,Ken Lifestyles Pvt Ltd Del,Brand Call-Log,,,,,,
Ken,7100001802,Ken Lifestyles Pvt Ltd Tel,Brand Call-Log,,,,,,
Canon,7100001803,Canon India Pvt Ltd Kol,Brand Call-Log,,,,,,
Universal,7100001804,Universal Corp Ltd Duracell Kol,Brand Call-Log,,,,,,
A O Smith,7100001805,A O Smith (I)Water Products P L Kol,Brand Call-Log,,,,,,
Symphony,7100001806,Symphony Limited Kol,Brand Call-Log,,,,,,
Johnson,7100001807,Johnson Controls-Hitachi Air Kol,Brand Call-Log,,,,,,
Panasonic,7100001808,Panasonic Appl India Co Ltd Kol,Brand Call-Log,,,,,,
Bharti,7100001809,Bharti Telemedia Limited Kol,Brand Call-Log,,,,,,
VRP,7100001810,VRP Telematics Pvt Ltd Kol,Brand Call-Log,,,,,,
Acro,7100001811,Acro Engineering Co Kol,Brand Call-Log,,,,,,
Best IT,7100001812,Best IT World   I  Pvt Ltd Kol,Brand Call-Log,,,,,,
Compuage,7100001813,Compuage Infocom Limited Kol,Brand Call-Log,,,,,,
VIP,7100001814,VIP Industries Ltd Kol,Brand Call-Log,,,,,,
